title,appln_auth,appln_nr,appln_kind,appln_filing_date,appln_filing_year,appln_nr_original,ipr_type
Transcranial magnetic treatment cap,CN,201920396058,U ,2019-03-26 00:00:00,2019.0,201920396058,UM
Application of miRNA-6126 as diagnostic marker of lung cancer,CN,201710329666,A ,2017-05-11 00:00:00,2017.0,201710329666,PI
Wireless children blood transfusion monitoring device and blood transfusion device thereof,CN,201420864015,U ,2014-12-31 00:00:00,2014.0,2014208640158,UM
Medical transfusion composite tube,CN,200820092399,U ,2008-03-05 00:00:00,2008.0,U2008200923990,UM
Method of preparing angiotensin converting enzyme inhibitors,US,73785291,A ,1991-07-31 00:00:00,1991.0,737852,PI
Sitting and lying type lower limb rehabilitation device,CN,201520045349,U ,2015-01-22 00:00:00,2015.0,2015200453497,UM
Kiwi fruit beer and preparation method thereof,CN,202010995992,A ,2020-09-21 00:00:00,2020.0,202010995992,PI
Rapid blood vessel exposing device,CN,201220600791,U ,2012-10-27 00:00:00,2012.0,2012206007918,UM
Preparation method and applications of pyrrolopyrimidine compound,CN,201610100165,A ,2016-02-23 00:00:00,2016.0,201610100165,PI
Warm-keeping massage shoe,CN,200920204055,U ,2009-08-26 00:00:00,2009.0,2009202040559,UM
METHOD FOR TREATING HEPATITIS VIRUS INFECTION,EP,96936025,A ,1996-09-27 00:00:00,1996.0,96936025,PI
Detachable bandage device,CN,201821314959,U ,2018-08-15 00:00:00,2018.0,,UM
Preparation method and application of ion-codoped transparent hydroxyapatite ceramic,CN,202010584182,A ,2020-06-24 00:00:00,2020.0,202010584182,PI
"IncRNA and application thereof in tumor diagnosis, treatment and prognosis",CN,202111089166,A ,2021-09-16 00:00:00,2021.0,202111089166,PI
Artificial retina system and bandage-free implanting device thereof,CN,201810192171,A ,2016-08-22 00:00:00,2016.0,201810192171,PI
MATRIX IMPRINTING AND CLEARING,US,201716347874,A ,2017-11-08 00:00:00,2017.0,16347874,PI
Sleeve bag constant pressure detection device for tracheal catheter,CN,202120441377,U ,2021-03-01 00:00:00,2021.0,202120441377,UM
Rapid intelligent atomization disinfection device,CN,202110590828,A ,2021-05-28 00:00:00,2021.0,202110590828,PI
AMINO ACID DERIVATIVE AND BROMOACETYL MODIFIED PEPTIDES,WO,9204694,W ,1992-06-10 00:00:00,1992.0,US9204694,PI
Truncated human papillomavirus 45 type L1 protein,CN,201310217863,A ,2013-06-04 00:00:00,2013.0,201310217863X,PI
Preparation method of meshy degradable blood vessel stent,CN,201110004228,A ,2011-01-11 00:00:00,2011.0,2011100042284,PI
Method for improving crop yield by regulating and controlling wheat ARE1 gene through CRISPR/Cas9 technology,CN,202110775203,A ,2021-07-08 00:00:00,2021.0,202110775203,PI
NOVEL CRISPR RNA TARGETING ENZYMES AND SYSTEMS AND USES THEREOF,WO,2018040649,W ,2018-07-02 00:00:00,2018.0,US2018/040649,PI
Balloon dilatation catheter with bendable head,CN,201821598808,U ,2018-09-26 00:00:00,2018.0,201821598808,UM
Ganoderma lucidum spore powder colloid mill crushing and spray drying combined shell breaking process and device thereof,CN,201911227294,A ,2019-12-04 00:00:00,2019.0,201911227294,PI
Wearable and portable multi-guide sleeping monitoring system,CN,201510186018,A ,2015-04-17 00:00:00,2015.0,201510186018X,PI
Traditional Chinese medicine preparation for treating cervical spondylosis and preparation method of traditional Chinese medicine preparation,CN,201410606594,A ,2014-10-31 00:00:00,2014.0,2014106065940,PI
False tooth repairing tool with soft support pad,CN,201510947828,A ,2015-12-17 00:00:00,2015.0,2015109478282,PI
BISPECIFIC ANTIBODIES THAT BIND PD-L1 AND CD28,US,202117501846,A ,2021-10-14 00:00:00,2021.0,17501846,PI
Protective device for human visceral organ tissues in microwave ablation operation,CN,202121585616,U ,2021-07-13 00:00:00,2021.0,202121585616,UM
Acetic acid and furfural resistant fermentation strain and construction method thereof,CN,202011119884,A ,2020-10-19 00:00:00,2020.0,202011119884,PI
Polypeptide-DNA hydrogel and preparation method,CN,201410101230,A ,2014-03-18 00:00:00,2014.0,2014101012307,PI
Traditional Chinese medicine used for producing blood and nourishing blood and preparation method thereof,CN,201610703702,A ,2016-08-22 00:00:00,2016.0,201610703702,PI
Nursing appliance for old people,CN,202020071708,U ,2020-01-14 00:00:00,2020.0,202020071708,UM
INHIBITORS FOR USE IN HEMOSTASIS,CA,2478675,A ,2003-03-10 00:00:00,2003.0,002478675,PI
Per anum multichannel laparoscopic surgery operation platform,CN,201720154831,U ,2017-02-21 00:00:00,2017.0,201720154831,UM
Lactobacillus casei with effect of removing patulin,CN,202010852967,A ,2020-08-22 00:00:00,2020.0,202010852967,PI
Lactam derivatives useful as orexin receptor antagonists,CN,201180054364,A ,2011-11-09 00:00:00,2011.0,2011800543642,PI
ELISA kit for detecting porcine reproductive and respiratory syndrome virus and using method,CN,201010252436,A ,2010-08-13 00:00:00,2010.0,2010102524361,PI
Body temperature monitoring device,CN,201220427313,U ,2012-08-27 00:00:00,2012.0,2012204273131,UM
Method for preparing corn peptide by using corn gluten water,CN,201310707120,A ,2013-12-20 00:00:00,2013.0,2013107071200,PI
Spring controlled micropump for artificial anus sphincter,CN,200710047402,A ,2007-10-25 00:00:00,2007.0,B2007100474027,PI
"Preparation method of ginsenoside Rh2 fatty acid diester, and medicinal use of the ginsenoside Rh2 fatty acid diester",CN,201110024911,A ,2011-01-24 00:00:00,2011.0,2011100249114,PI
Biological function of miR-2400 in remarkably promoting bovine skeletal muscle satellite cell proliferation,CN,201510292005,A ,2015-06-01 00:00:00,2015.0,2015102920050,PI
Anorectal fumigation device in traditional Chinese medicine,CN,201320856683,U ,2013-12-15 00:00:00,2013.0,2013208566831,UM
O-type foot-and-mouth disease virus strain and application thereof,CN,202011044092,A ,2020-09-28 00:00:00,2020.0,202011044092,PI
Simple integrated fermentation device,CN,201921998193,U ,2019-11-19 00:00:00,2019.0,201921998193,UM
Detection method of target nucleic acid and application thereof,CN,202111308481,A ,2021-11-05 00:00:00,2021.0,202111308481,PI
METHODS AND KITS TO CREATE PROTEIN SUBSTRATE~HECT-UBIQUITIN LIGASE PAIRS,WO,2013051123,W ,2013-07-18 00:00:00,2013.0,US2013/051123,PI
Collagen base freezing gel suitable for biological medical material and preparation thereof,CN,200810044921,A ,2008-03-10 00:00:00,2008.0,A2008100449212,PI
Low-yield fusel oil saccharomyces cerevisiae and application thereof in mechanical production of Xiaoqu base wine,CN,201710308864,A ,2017-05-04 00:00:00,2017.0,201710308864,PI
"Imaging device, and endoscope",CN,200780044804,A ,2007-10-02 00:00:00,2007.0,A200780044804X,PI
A MONOCLONAL ANTIBODY WITH T-CELL RECEPTOR-LIKE SPECIFICITY THAT TARGETS EPSTEIN-BARR INFECTED HUMAN TUMOUR CELLS BASED ON THEIR EXPRESSION OF EBNA1,WO,2015050180,W ,2015-06-24 00:00:00,2015.0,SG2015/050180,PI
Nanoparticles for use in tumor diagnosis and therapy,US,201113166672,A ,2011-06-22 00:00:00,2011.0,13166672,PI
Alzheimer's disease susceptibility gene detecting and typing kit and application thereof,CN,201610676427,A ,2016-08-17 00:00:00,2016.0,201610676427,PI
A preparing method of a shake-flask culture medium,CN,201310312482,A ,2013-07-24 00:00:00,2013.0,201310312482X,PI
TRIOXANE DIMERS HAVING HIGH ANTICANCER AND LONG-LASTING ANTIMALARIAL ACTIVITIES,EP,06848509,A ,2006-11-17 00:00:00,2006.0,06848509,PI
Processing method for ultrasonic detection signals of distributed type-B ultrasonic inspection system,CN,200910040024,A ,2009-06-05 00:00:00,2009.0,A2009100400249,PI
Thunberg fritillary flower micropowder preparation method,CN,201010122848,A ,2010-04-30 00:00:00,2010.0,201010122848,PI
Jejunum nutrition tube,CN,201711293927,A ,2017-12-08 00:00:00,2017.0,201711293927,PI
GENETIC MARKERS PREDICTIVE OF CLINICAL RESPONSE TO BIOLOGICAL DRUGS IN PSORIASIS.,WO,2015059573,W ,2015-12-14 00:00:00,2015.0,IB2015/059573,PI
A system and subassembly for negative pressure wound therapy,CN,201520996347,U ,2015-12-03 00:00:00,2015.0,201520996347,UM
Method for preparing dicalicium phosphate anhydrous (DCPA) bioceramic coating on surface of pure titanium,CN,201610881356,A ,2016-10-09 00:00:00,2016.0,201610881356,PI
Brain derived and recombinant acidic fibroblast growth factor,US,95136592,A ,1992-09-25 00:00:00,1992.0,951365,PI
Novel rechargeable heating infusion arm guard,CN,201420341265,U ,2014-06-25 00:00:00,2014.0,2014203412653,UM
NON-METALLIC ULTRASOUND-DETECTABLE MARKERS,WO,2020051844,W ,2020-09-21 00:00:00,2020.0,US2020/051844,PI
Device for magnetic stimulation of the vestibular system,US,201715668896,A ,2017-08-04 00:00:00,2017.0,15668896,PI
OPTICAL COHERENCE TOMOGRAPHY PROBE FOR CROSSING CORONARY OCCLUSIONS,CA,2957637,A ,2015-08-07 00:00:00,2015.0,2957637,PI
Tissue culture and propagation method and inductive culture mediums for Chongzuo camellia nitidissima,CN,201210482834,A ,2012-11-23 00:00:00,2012.0,2012104828341,PI
Rice autophagic related gene mutation sequence as well as application thereof to improvement on rice blast resistance of rice,CN,201911122846,A ,2019-11-16 00:00:00,2019.0,201911122846,PI
Enzyme improvement method,CN,202110631788,A ,2021-06-07 00:00:00,2021.0,202110631788,PI
Negative pressure pulsating pump,CN,201220096242,U ,2012-03-15 00:00:00,2012.0,2012200962421,UM
Visual prepuce cutting anastomat,CN,202023027445,U ,2020-12-16 00:00:00,2020.0,202023027445,UM
Medical anaesthetic mask,CN,202021949535,U ,2020-09-09 00:00:00,2020.0,202021949535,UM
Tissue-derived extracellular vesicles and their use as diagnostics,GB,201704646,A ,2017-03-23 00:00:00,2017.0,GB1704646,PI
NOVEL HEPATITIS A VIRUS ANTIGEN GENE AND TRANSFORMED PLANTS WITH THE GENE,WO,2009002173,W ,2009-04-24 00:00:00,2009.0,KR2009/002173,PI
Prognostic Marker Sets For Prostate Cancer,US,201214004507,A ,2012-02-16 00:00:00,2012.0,14004507,PI
Preparation method of olanzapine dihydroxynaphthoate sustained-release particle preparation spray,CN,202011111818,A ,2020-10-16 00:00:00,2020.0,202011111818,PI
"WATER-SOLUBLE PENTACYCLIC TRITERPENIC COMPOSITION, ITS PRODUCTION AND FOOD, BEVERAGE AND COMPOSITION FOR ORAL CAVITY UTILIZING THE SAME",JP,31441290,A ,1990-11-21 00:00:00,1990.0,2314412,PI
Operating table waist bridge mechanism,CN,201410560537,A ,2014-10-21 00:00:00,2014.0,2014105605373,PI
Deck chair convenient for blood sampling,CN,201320185933,U ,2013-04-15 00:00:00,2013.0,2013201859333,UM
Children's sick bed protector,CN,201721424651,U ,2017-10-31 00:00:00,2017.0,201721424651,UM
Multifunctional obstetrics-gynecology wheelchair,CN,201410136258,A ,2014-04-08 00:00:00,2014.0,2014101362584,PI
Multifunctional movable infusion support for assisting postoperative patient in rehabilitation,CN,202021416940,U ,2020-07-17 00:00:00,2020.0,202021416940,UM
Laser beauty instrument,CN,202120546897,U ,2021-03-16 00:00:00,2021.0,202120546897,UM
Hospital nursing vehicle,CN,201920423703,U ,2019-04-01 00:00:00,2019.0,201920423703,UM
Automatic accuse temperature moxa -moxibustion bed,CN,201820119230,U ,2018-01-24 00:00:00,2018.0,201820119230,UM
Real-time Monitoring and Identification System Based on Bracelet Temperature Measurement and Positioning,US,202117326650,A ,2021-05-21 00:00:00,2021.0,17326650,PI
2-ARYLETHYL-(PIPERIDIN-4-YLMETHYL)AMINE DERIVATIVES AS MUSCARINIC RECEPTOR ANTAGONISTS,EP,99908933,A ,1999-02-19 00:00:00,1999.0,99908933,PI
Multifunctional foldable wheelchair,CN,202110696288,A ,2021-06-23 00:00:00,2021.0,202110696288,PI
Tubular anastomat with safety device,CN,202110597062,A ,2021-05-31 00:00:00,2021.0,202110597062,PI
Traditional Chinese medicine acupoint paste for treating dysmenorrhea and preparation and application method thereof,CN,201510004569,A ,2015-01-06 00:00:00,2015.0,201510004569X,PI
DIAGNOSTIC METHOD FOR DETECTING ACUTE KIDNEY INJURY USING HEAT SHOCK PROTEIN 72 AS A SENSITIVE BIOMARKER,WO,2010000138,W ,2010-11-23 00:00:00,2010.0,MX2010/000138,PI
Application of hsa-miR-10434 miRNA sequence in tumor resistance,CN,201911001139,A ,2017-12-11 00:00:00,2017.0,201911001139,PI
Cocktail method for detecting activities of UGT (uridine diphosphoglucuronyl transferase) enzymes in liver microsome,CN,201710045239,A ,2017-01-22 00:00:00,2017.0,201710045239,PI
Portable medicine box,CN,201720366446,U ,2017-04-08 00:00:00,2017.0,201720366446,UM
Application of poly cytosine binding protein-2 inhibitor to prepare medicaments for treating human glioma,CN,201210156727,A ,2012-05-18 00:00:00,2012.0,201210156727X,PI
Method for chemoprevention of prostate cancer,US,53147200,A ,2000-03-20 00:00:00,2000.0,09531472,PI
Atenolol injection and preparation method thereof,CN,201810673695,A ,2018-06-27 00:00:00,2018.0,201810673695,PI
Portable instrument for patient in wheelchair getting on bus,CN,201220181509,U ,2012-04-19 00:00:00,2012.0,2012201815097,UM
One -off self -destroyed syringe,CN,201520770929,U ,2015-09-30 00:00:00,2015.0,2015207709292,UM
Benzothiophenecarboxamide derivatives and PGD2 antagonists comprising them,US,30817699,A ,1999-05-17 00:00:00,1999.0,308176,PI
Improved traditional Chinese medicine composition for treating prostatitis,CN,201610563352,A ,2016-07-18 00:00:00,2016.0,201610563352,PI
Cushion used after anorectal disease operation,CN,201920781039,U ,2019-05-28 00:00:00,2019.0,201920781039,UM
Digital PCR kit for detecting spinal muscular atrophy and application thereof,CN,202011523363,A ,2020-12-21 00:00:00,2020.0,202011523363,PI
Gene associated with X linked Kallmann syndrome and diagnostic applications therefrom,US,21143094,A ,1994-06-30 00:00:00,1994.0,211430,PI
PYRIDINE DERIVATIVES AS NMDA RECEPTOR LIGANDS,EP,02787541,A ,2002-11-02 00:00:00,2002.0,02787541,PI
Detachable electroencephalogram cap,CN,202120800091,U ,2021-04-19 00:00:00,2021.0,202120800091,UM
COMPOSITIONS FOR IMPROVING OBESITY,KR,20070097761,A ,2007-09-28 00:00:00,2007.0,1020070097761,PI
Site for stably expressing protein in CHO cell gene NW-003613756.1 and application of site,CN,202111395490,A ,2021-11-23 00:00:00,2021.0,202111395490,PI
Pasting type massage instrument,CN,202120504412,U ,2021-03-09 00:00:00,2021.0,202120504412,UM
Bowl rack with turnover structure and disinfection cabinet,CN,201721067748,U ,2017-08-24 00:00:00,2017.0,201721067748,UM
Method for screening harmful responses of skin by pollen house dust mite or yellow sand dust and the composition for skin external application controlling the responses,KR,20080119483,A ,2008-11-28 00:00:00,2008.0,1020080119483,PI
FORMATION OF MYCORRHIZA SEEDLING OF MYCORRHIZAL MUSHROOMS,JP,31104199,A ,1999-11-01 00:00:00,1999.0,31104199,PI
Mouse ball burying experiment device,CN,202022442132,U ,2020-10-28 00:00:00,2020.0,202022442132,UM
Automatic water-discharging type eyecup,CN,201711453812,A ,2017-12-28 00:00:00,2017.0,201711453812,PI
PROCESS FOR PREPARING UMBILICAL CORD-DERIVED MESENCHYMAL STEM CELLS,KR,20120040731,A ,2012-04-19 00:00:00,2012.0,1020120040731,PI
Preparation method of degradable medical macromolecular three-dimensional material for improving osteoblast adhesion and osteogenic property,CN,201710327542,A ,2017-05-09 00:00:00,2017.0,201710327542,PI
Novel PICC puts the fixed pillow of pipe,CN,201520126847,U ,2015-03-05 00:00:00,2015.0,2015201268474,UM
Method and apparatus for using a rest mode indicator to automatically adjust control parameters of an implantable cardiac stimulation device,US,9269502,A ,2002-03-06 00:00:00,2002.0,10092695,PI
COMPOUNDS AND THEIR USE IN TREATING CANCER,CN,201880081630,A ,2018-12-20 00:00:00,2018.0,201880081630,PI
ULTRASONIC PROBE AND ULTRASONIC DIAGNOSTIC SYSTEM,JP,2007102281,A ,2007-04-10 00:00:00,2007.0,2007102281,PI
Lip timing and quantitative water replenishing device,CN,201820762341,U ,2018-05-22 00:00:00,2018.0,201820762341,UM
Modulation of sodium channels in dorsal root ganglia,EP,05015946,A ,1999-01-29 00:00:00,1999.0,05015946,PI
Method for improving efficiency of homologous repair in CRISPR/CAS9 gene editing,CN,201810191682,A ,2018-03-08 00:00:00,2018.0,201810191682,PI
Dual channel otoacoustic emission device,AU,2017413947,A ,2017-12-20 00:00:00,2017.0,2017413947,PI
"Liquid storage device, humidifier and breathing machine",CN,201610782799,A ,2016-08-31 00:00:00,2016.0,201610782799,PI
METHOD OF TREATING GLIOMA USING THIENOTRIAZOLODIAZEPINE COMPOUNDS,WO,2015060203,W ,2015-05-08 00:00:00,2015.0,EP2015/060203,PI
Indirect ELISA antibody identification detection kit for African swine fever virus,CN,202110073736,A ,2021-01-15 00:00:00,2021.0,202110073736,PI
Traditional Chinese medicine composition for curing cough variant asthma,CN,201510533720,A ,2015-08-27 00:00:00,2015.0,2015105337209,PI
END TOOL OF SURGICAL INSTRUMENT AND SURGICAL INSTRUMENT INCLUDING THE SAME,US,202117553127,A ,2021-12-16 00:00:00,2021.0,17553127,PI
Creatine kinase isoenzyme detection reagent,CN,201410698140,A ,2014-11-28 00:00:00,2014.0,2014106981400,PI
Forming press for adult paper diaper production,CN,201921094439,U ,2019-07-13 00:00:00,2019.0,201921094439,UM
Method for measuring antigen of ovarian cancer embryo by electrochemical luminescence (ECL) immunosensor,CN,201110391104,A ,2011-11-29 00:00:00,2011.0,2011103911046,PI
Apparatus and method for transdermal delivery of parathyroid hormone agents,US,71618410,A ,2010-03-02 00:00:00,2010.0,12716184,PI
"Detection method for insertion/deletion polymorphism of sheep RORA (retinoid acid receptor related orphan receptor A) gene, primer pair and application",CN,202010050996,A ,2020-01-17 00:00:00,2020.0,202010050996,PI
Automatic ozone disinfection device is used to drying cabinet,CN,201620126768,U ,2016-02-18 00:00:00,2016.0,201620126768,UM
And micro-fluidic chip is used for detecting Gal-3,CN,201920321651,U ,2019-03-14 00:00:00,2019.0,201920321651,UM
Electroencephalograph-based anesthesia depth monitoring method,CN,201410514282,A ,2014-09-29 00:00:00,2014.0,2014105142827,PI
"Preparation technique for specified transfer factor oral preparation for typhoid fever, paratyphoid fever",CN,200710200719,A ,2007-05-30 00:00:00,2007.0,A200710200719X,PI
Seven-degree-of-freedom upper limb rehabilitation robot,CN,202110641714,A ,2021-06-09 00:00:00,2021.0,202110641714,PI
Method for preparing bacterial cellulose from bean dregs,CN,202110378782,A ,2021-04-08 00:00:00,2021.0,202110378782,PI
Method for mixing and fermenting flammulina velutipes and lucid ganoderma,CN,201210455815,A ,2012-11-14 00:00:00,2012.0,201210455815X,PI
Reagent for detecting SA enterotoxin SEI and preparation method and reagent kit,CN,201810122691,A ,2018-02-07 00:00:00,2018.0,201810122691,PI
"Anti-tumor engineering exosome, preparation method and application",CN,202110604311,A ,2021-05-31 00:00:00,2021.0,202110604311,PI
Dental postoperative hemostatic gauze bag,CN,201922259335,U ,2019-12-16 00:00:00,2019.0,201922259335,UM
SELF-EXPANDABLE MEDICAL STENT,WO,2020008846,W ,2020-07-07 00:00:00,2020.0,KR2020/008846,PI
Bone cement cracker in pulp cavity,CN,201620140011,U ,2016-02-25 00:00:00,2016.0,201620140011,UM
"Composition, preparation, and application, preparation method and using method thereof",CN,201510404001,A ,2015-07-09 00:00:00,2015.0,2015104040017,PI
Safety garment for blind people,CN,201510602224,A ,2015-09-21 00:00:00,2015.0,2015106022244,PI
Method for modifing soy protein isolate,CN,201811080026,A ,2018-09-17 00:00:00,2018.0,201811080026,PI
Liquid medicine deliver bag or deliver bottle,CN,201120304653,U ,2011-08-19 00:00:00,2011.0,2011203046530,UM
High-universality nucleic acid detection method and kit,CN,202110058533,A ,2021-01-16 00:00:00,2021.0,202110058533,PI
Intelligent electro-acupuncture therapeutic apparatus,CN,202021292925,U ,2020-07-02 00:00:00,2020.0,202021292925,UM
Dressing change frame device for orthopedics department,CN,201920725376,U ,2019-05-21 00:00:00,2019.0,201920725376,UM
"Arylpyrimidines useful for the treatment of sex hormone-related conditions such as endometriosis, prostate cancer and the like",EP,04756667,A ,2004-07-06 00:00:00,2004.0,04756667,PI
Aptamer design method based on single-nucleotide molecular docking,CN,202010924315,A ,2020-09-04 00:00:00,2020.0,202010924315,PI
Light-emitting nasal feeding nutrition tube guiding and placing device under total endoscopy,CN,201120155161,U ,2011-05-16 00:00:00,2011.0,201120155161,UM
Novel outpatient disinfection spraying device,CN,202021926016,U ,2020-09-07 00:00:00,2020.0,202021926016,UM
Multifunctional insulin split charging box,CN,201920658497,U ,2019-05-09 00:00:00,2019.0,201920658497,UM
Dual action inhibitors against histone deacetylases and 3-hydroxy-3-methylglutaryl coenzyme a reductase,US,201414160515,A ,2014-01-21 00:00:00,2014.0,14160515,PI
Blood taking needle with needle tip protection device,CN,201420252655,U ,2014-05-16 00:00:00,2014.0,2014202526553,UM
Combined tableware disinfection cabinet,CN,200920286297,U ,2009-12-25 00:00:00,2009.0,2009202862977,UM
Pulse wave driving circuit of sleep monitor,CN,201920738668,U ,2019-05-21 00:00:00,2019.0,201920738668,UM
DIGITAL QUANTIFICATION OF DNA METHYLATION,EP,10762298,A ,2010-04-06 00:00:00,2010.0,10762298,PI
"Triple polymerase chain reaction (PCR) detecting primer group, reagent kit and method for diagnosing grass carp reovirus",CN,201210039379,A ,2012-02-21 00:00:00,2012.0,2012100393798,PI
APPARATUS AND METHOD FOR TESTING AN IMPLANTABLE MEDICAL DEVICE AND SENSING PARAMETER SETTINGS,WO,2006033327,W ,2006-08-25 00:00:00,2006.0,US2006/033327,PI
Chinese herbal medicine composition for treating constipation and preparation method of gelatin patch of Chinese herbal medicine composition,CN,201910463368,A ,2019-05-30 00:00:00,2019.0,201910463368,PI
Cold symptom acupuncture needle,CN,201820459851,U ,2018-03-30 00:00:00,2018.0,201820459851,UM
Construction method for producing isobutanol engineering bacterium through cellulose fermentation,CN,201511029576,A ,2015-12-31 00:00:00,2015.0,2015110295761,PI
Alkaloid C from rhizomes of polygonatum sibiricum as well as preparation method and application thereof,CN,201910162541,A ,2019-03-05 00:00:00,2019.0,201910162541,PI
OCTA imaging optical path system with double working modes,CN,202023115561,U ,2020-12-22 00:00:00,2020.0,202023115561,UM
"Hybridoma cell strain, monoclonal antibody generated by hybridoma cell strain and application",CN,201811306928,A ,2018-11-05 00:00:00,2018.0,201811306928,PI
Multi-channel bioresorbable nerve regeneration conduit and process for preparing the same,US,16191402,A ,2002-06-04 00:00:00,2002.0,,PI
Soft mask for welding,CN,201120378639,U ,2011-10-09 00:00:00,2011.0,2011203786395,UM
"METHOD FOR REMOVING ENDOTOXIN OF PERTUSSIS, PERTUSSIS TOXOID AND PRODUCTION THEREOF",JP,12406688,A ,1988-05-20 00:00:00,1988.0,63124066,PI
Method for preparing hydroxyapatite composite and biocompatible material,US,36896099,A ,1999-08-05 00:00:00,1999.0,09368960,PI
Rheumatism patient protection therapeutic device,CN,201822110929,U ,2018-12-17 00:00:00,2018.0,201822110929,UM
Mechanical arm for positioning endoscope,CN,201120009548,U ,2011-01-13 00:00:00,2011.0,2011200095484,UM
Method for enhancing yield of bacillus fermentation poly-gamma-glutamate by utilizing environmental pressure,CN,200910272770,A ,2009-11-17 00:00:00,2009.0,2009102727700,PI
Esophageal cancer cell line and application thereof,CN,201610585742,A ,2016-07-22 00:00:00,2016.0,201610585742,PI
Pediatric anorectal surgery dosing device,CN,201821990558,U ,2018-11-29 00:00:00,2018.0,201821990558,UM
Cultivation method capable of improving CIK cell activity,CN,201810485928,A ,2018-05-21 00:00:00,2018.0,201810485928,PI
IMIDAZO-THIAZOLE DERIVATIVES AS PROTEIN KINASE INHIBITORS,EP,08855224,A ,2008-11-24 00:00:00,2008.0,08855224,PI
"Nucleic acid extraction, amplification and detection integrated device",CN,201911121012,A ,2019-11-15 00:00:00,2019.0,201911121012,PI
HCV NS3 protease inhibitors,US,32596508,A ,2008-12-01 00:00:00,2008.0,12325965,PI
"Neuromuscular blocking agent composition, and preparation method and applications thereof",CN,201710384890,A ,2017-05-26 00:00:00,2017.0,201710384890,PI
Commercial passenger car disinfection equipment,CN,202011108114,A ,2020-10-16 00:00:00,2020.0,202011108114,PI
Method and system for predicting association relationship between disease and LncRNA,CN,201810799121,A ,2018-07-19 00:00:00,2018.0,201810799121,PI
A BILE RESISTANT BACILLUS COMPOSITION SECRETING HIGH LEVELS OF ESSENTIAL AMINO ACIDS,EP,09795406,A ,2009-12-16 00:00:00,2009.0,09795406,PI
Ice compress eyeshade,CN,202121733059,U ,2021-07-28 00:00:00,2021.0,202121733059,UM
Method for Detecting Methylation of Breast Cancer Specific Methylation Marker Gene for Breast Cancer Diagnosis,KR,20090101226,A ,2009-10-23 00:00:00,2009.0,1020090101226,PI
Nucleic acid hybridization instrument,CN,201710843185,A ,2017-09-18 00:00:00,2017.0,201710843185,PI
"Ad5 D24 conditional reproduction type adenovirus carrier for expressing multiple exogenous genes, constructing method and application thereof",CN,200910023842,A ,2009-09-09 00:00:00,2009.0,200910023842,PI
Mycoplasma ovipneumoniae multi-epitope fusion antigen MO-meAg5 and preparing method and application thereof,CN,201610237704,A ,2016-04-14 00:00:00,2016.0,201610237704,PI
Adhesive bandage with cold compress function,CN,201921545277,U ,2019-09-17 00:00:00,2019.0,201921545277,UM
Flexible packaged liquid medicine dispensing frame,CN,200920253419,U ,2009-11-17 00:00:00,2009.0,2009202534192,UM
LENTIVIRAL VECTORS FOR HIGH-TITER TRANSDUCTION OF PRIMARY HUMAN CELLS,US,201917042981,A ,2019-03-29 00:00:00,2019.0,17042981,PI
Ankle joint limiting auxiliary movement device,CN,202111129002,A ,2021-09-26 00:00:00,2021.0,202111129002,PI
Sterile safety condom,CN,202110051946,A ,2021-01-15 00:00:00,2021.0,202110051946,PI
Hand-push type feeding bottle,CN,202022982535,U ,2020-12-14 00:00:00,2020.0,202022982535,UM
Perspective positioner for blocking nails,CN,202020855898,U ,2020-05-20 00:00:00,2020.0,202020855898,UM
But neck brace of independently adjust left and right sides height,CN,201520307797,U ,2015-05-13 00:00:00,2015.0,201520307797X,UM
Handheld device for non-destructive pickup and transfer of liquid drops and operation method,CN,202110589836,A ,2021-05-28 00:00:00,2021.0,202110589836,PI
Disposable urine collection bag for girls,CN,202021154787,U ,2020-06-20 00:00:00,2020.0,202021154787,UM
Screening and identifying method for cow mycobacteria immunogenic secreted protein,CN,200810038201,A ,2008-05-29 00:00:00,2008.0,A2008100382015,PI
Patient specificity knee articulation prosthesis,CN,201710975411,A ,2017-10-16 00:00:00,2017.0,201710975411,PI
BENDING MECHANISM OF FLEXIBLE TUBE,JP,515392,A ,1992-01-14 00:00:00,1992.0,4005153,PI
"Equipment and method for stimulating secretion of cell exosomes, obtained exosomes and application of exosomes",CN,202110942925,A ,2021-08-17 00:00:00,2021.0,202110942925,PI
Pressure sore prevention device for oncology department nursing,CN,202120653177,U ,2021-03-31 00:00:00,2021.0,202120653177,UM
"CATHETER SYSTEM, METHOD FOR CRUSHING AND RECOVERING TARGET, AND TUBE RECOVERING CRUSHED TARGET",JP,2003392133,A ,2003-11-21 00:00:00,2003.0,2003392133,PI
Method for providing medical information related to health contents based on AIartificial intelligence and apparatus for performing the method,KR,20200063637,A ,2020-05-27 00:00:00,2020.0,1020200063637,PI
Quick triage marking belt for battlefield wounds,CN,201120154823,U ,2011-05-16 00:00:00,2011.0,2011201548231,UM
Traditional Chinese medicine compound for improving sleeping function and preparation method thereof,CN,201710702659,A ,2017-08-16 00:00:00,2017.0,201710702659,PI
Heart rate detection equipment,CN,201110338093,A ,2011-10-31 00:00:00,2011.0,2011103380935,PI
Adjustable portable drainage frame,CN,201921588430,U ,2019-09-24 00:00:00,2019.0,201921588430,UM
Electrocardiogram detection device for cardiovascular medicine department,CN,202120335471,U ,2021-02-05 00:00:00,2021.0,202120335471,UM
