doi,source_id,title_paper,title_patent,y_pred
10.1111/jdi.12529,19700201424.0,Serum bilirubin levels are positively associated with glycemic variability in women with type 2 diabetes,MICROARRAY FOR DETECTION OF MITOCHONDRIAL DNA MUTATION AND METHOD FOR DIAGNOSIS OF DIABETES USING THE SAME,1
10.1016/j.jcyt.2018.02.372,25935.0,Mesenchymal stromal cell exosome–enhanced regulatory T-cell production through an antigen-presenting cell–mediated pathway,Mesenchymal stem cell exosome for overexpressing PTGDS (prostaglandin-H2 D-isomerase) gene as well as preparation method and application of mesenchymal stem cell exosome,1
10.1021/bi00241a009,16867.0,Role of the Hexapeptide Disulfide Loop Present in the γ-Carboxyglutamic Acid Domain of Human Protein C in Its Activation Properties and in the in Vitro Anticoagulant Activity of Activated Protein C,"Blood-sugar-lowering effective parts of traditional Chinese medicine weeping forsythia, extracting method and application thereof",1
10.1155/2021/9944685,130094.0,Agarwood Alcohol Extract Protects against Gastric Ulcer by Inhibiting Oxidation and Inflammation,Health-care wine and preparation method thereof,1
10.1007/s10840-015-0085-2,23879.0,"Mobile thrombus on cardiac implantable electronic device leads of patients undergoing cardiac ablation: incidence, management, and outcomes",CLOSURE AND ABLATION OF BODY VISCERA AND CONDUITS,1
10.1128/JB.06066-11,20220.0,Complete Genome Sequence of the Industrial Strain Bacillus megaterium WSH-002,Three lactic acid bacteria or combination thereof and application in preparing silage,1
10.1016/j.actbio.2013.10.037,3300147809.0,A tumoral acidic pH-responsive drug delivery system based on a novel photosensitizer (fullerene) for in vitro and in vivo chemo-photodynamic therapy,Traditional Chinese medicine for treating acne,1
10.1002/mrm.28445,17267.0,TURBINE-MRE: A 3D hybrid radial-Cartesian EPI acquisition for MR elastography,MR imaging of synchronous spin motion and strain waves,1
10.1080/00021369.1987.10867999,32966.0,Improved l-threonine production by the amplification of the gene encoding homoserine dehydrogenase in brevibacterium lactofermentum,Method for producing L-tryptophan by fermentation,1
10.1016/j.bios.2016.12.059,15437.0,A bio-chemical application of N-GQDs and g-C<inf>3</inf>N<inf>4</inf> QDs sensitized TiO<inf>2</inf> nanopillars for the quantitative detection of pcDNA3-HBV,Preparation method of photoelectrochemical immunosensor for detecting cytokeratin,1
10.3892/ol.2016.4477,19700176021.0,Liposome-mediated transfection of wild-type P53 DNA into human prostate cancer cells is improved by low-frequency ultrasound combined with microbubbles,Household supersonic wave fat reducing apparatus,1
10.1159/000149367,19764.0,Taxonomic classification of hepatitis A virus,"HEPATITIS B VIRUS'S VARIANT EXHIBITING TOLERANCE TO ANTIVIRAL NUCLEOSIDE AGENT, AND APPLICATION METHOD FOR THE VARIANT",1
10.1016/j.aca.2012.08.046,23911.0,Ultrasensitive and facile electrochemical deoxyribonucleic acid biosensor based on the conformational change of the recognition interface,Detection kit for nucleic acid mass spectrometry,1
10.1016/j.omtm.2018.12.008,21100451375.0,TALEN-Mediated Gene Editing of HBG in Human Hematopoietic Stem Cells Leads to Therapeutic Fetal Hemoglobin Induction,HOMOLOGY-DIRECTED REPAIR TEMPLATE DESIGN AND DELIVERY TO EDIT HEMOGLOBIN-RELATED MUTATIONS,1
10.1515/bchm3.1988.369.2.965,36027.0,A new and simple isolation procedure for human protein c inhibitor: Evidence for a second inhibitor for activated protein c present in human plasma,Method for rendering factors II and VII hepatitis-safe with a chelating agent,1
10.1002/mp.14405,17871.0,Geometrically variable three-dimensional ultrasound for mechanically assisted image-guided therapy of focal liver cancer tumors,ACTUATOR FOR MOVING AN ULTRASOUND PROBE,1
10.1111/mmi.13128,20298.0,Vibrio cholerae phosphatases required for the utilization of nucleotides and extracellular DNA as phosphate sources,Vibrio cholerae mutants which are soft-agar penetration defective and lack a functional CtxA subunit,1
10.1016/j.acra.2018.11.017,20031.0,Advancing the Diagnostic Cockpit of the Future: An Opportunity to Improve Diagnostic Accuracy and Efficiency,Equilibration method for high resolution imaging of lung compliance and distribution of functional residual capacity,1
10.1021/acs.molpharmaceut.9b00971,130126.0,Thiolated Nanoparticles Overcome the Mucus Barrier and Epithelial Barrier for Oral Delivery of Insulin,Butenolide dimer with alpha-glucosidase inhibitory effect and application of butenolide dimer,1
10.1071/RD17111,13544.0,"Splicing-related single nucleotide polymorphism of RAB, member of RAS oncogene family like 2B (RABL2B) jeopardises semen quality in Chinese Holstein bulls",Cow mastitis sampling device,1
10.1016/j.jcpa.2013.12.005,29580.0,Polar bear encephalitis: Establishment of a comprehensive next-generation pathogen analysis pipeline for captive and free-living wildlife,A special feeding device of animal doctor for treatment of dog class,1
10.4244/EIJV10STA14,15000154802.0,Stent for Life Initiative: Leading example in building STEMI systems of care in emerging countries,Traditional Chinese medicine formula for treating chronic pelvic inflammation in oral-taking way,1
10.1111/asj.13638,54288.0,Comparative analysis of meat quality and chemical composition among three weight groups of Chinese Ningdu yellow chicken: Implications for customer choice,Chicken feather turning character causal mutation site and application thereof in genetic breeding,1
10.1111/j.1600-6143.2010.03147.x,20443.0,Recipient tissue factor expression is associated with consumptive coagulopathy in pig-to-primate kidney xenotransplantation,Genetically engineered mammals for use as organ donors,1
10.1038/s41434-020-0131-2,28081.0,Therapeutic potential of adenovirus-encoding brain-derived neurotrophic factor for spina bifida aperta by intra-amniotic delivery in a rat model,Construction method of an adeno-associated virus cross-blood brain barrier model,1
10.1074/jbc.M108137200,17592.0,Granzyme A Activates an Endoplasmic Reticulum-associated Caspase-independent Nuclease to Induce Single-stranded DNA Nicks,Monoclonal antibody K42-D2 of antihuman granzyme K and hybridoma cell line for excreting same,1
10.1089/hum.2020.263,22243.0,Safe and Effective in Vivo Targeting and Gene Editing in Hematopoietic Stem Cells: Strategies for Accelerating Development,HOMOGENOUS MAMMALIAN HEMATOPOIETIC STEM CELL COMPOSITION,1
10.2147/IJN.S132639,7700153108.0,Sucessful in vivo hyperthermal therapy toward breast cancer by cchinese medicine shikonin-loaded thermosensitive micelle,Method for preparing traditional Chinese medicine for treating cold-sensitive frostbites,1
10.1152/ajpendo.1984.246.3.e221,23308.0,Vitamin D-deficient rats produce reduced quantities of a nutritionally adequate milk,"1 ALPHA,25-DIHYDROXY-2 BETA-FLUOROVITAMIN D3",1
10.1002/1097-0177(20010101)220:1<74::AID-DVDY1090>3.0.CO;2-Q,14538.0,"Identification and characterization of newt rad (ras associated with diabetes), a gene specifically expressed in regenerating limb muscle",METHOD OF PROLIFERATING HUMAN HEPATOCYTES AND METHOD OF OBTAINING HUMAN HEPATOCYTES,1
10.1074/jbc.M803659200,17592.0,"Fibrinogen-elongated γ chain inhibits thrombin-induced platelet response, hindering the interaction with different receptors",Thrombin-thrombomodulin fusion proteins as protein C activators,1
10.1016/j.ajhg.2019.03.004,21677.0,Bi-allelic CSF1R Mutations Cause Skeletal Dysplasia of Dysosteosclerosis-Pyle Disease Spectrum and Degenerative Encephalopathy with Brain Malformation,GENE SUSCEPTIBLE TO DISEASE ASSOCIATED WITH INTERVERTEBRAL DISC DEGENERATION AND USE THEREOF,1
10.3969/j.issn.1003-0808.2010.11.015,86983.0,Comparison of effectiveness and corneal morphology between on-flap Epi-LASIK and off-flap Epi-LASIK,Endoscopic electrotome,1
10.1021/acs.orglett.9b02638,26396.0,A Strategy to Prepare Peptide Heterodimers in the Solid Phase with an Acid-Labile Linker,Carboxylated collagen foam stabilizers as well as preparation method and compound modifying method thereof,1
10.1038/nrmicro818,20313.0,Pathogenic Escherichia coli,"Vibrio cholerae strain CVD103Hgr, method of making same, and vaccines derived therefrom",1
10.1583/1545-1550(2001)008<0503:TIEFEA>2.0.CO;2,21675.0,Type-II endoleaks following endovascular AAA repair: Preoperative predictors and long-term effects,Apparatus and methods for endoluminal graft placement,1
10.1097/01.tp.0000228867.98158.d2,19278.0,"Liver regeneration is suppressed in small-for-size liver grafts after transplantation: Involvement of c-Jun N-terminal kinase, cyclin D1, and defective energy supply",Method for evaluating treatment effect of mesenchymal stem cells applied to Parkinson's disease,1
10.1186/1754-6834-3-12,11700154702.0,Research enzymatic digestibility and ethanol fermentability of AFEX-treated starch-rich lignocellulosics such as corn silage and whole corn plant,Methods for pretreating biomass,1
10.4049/jimmunol.1501016,21275.0,Signal strength and metabolic requirements control cytokine-induced Th17 differentiation of uncommitted human T cells,HEMATOPOIETIC CELLS EXPRESSING THE PROTEIN KRTCAP3 AND LIGANDS FOR THE PROTEIN KRTCAP3,1
10.1007/s11427-016-5051-4,19600162144.0,Sustained release of isoniazid from polylactide microspheres prepared using solid/oil drug loading method for tuberculosis treatment,"Platinum antitumor drug-polysaccharide polymer nano prodrug, and preparation method and application thereof",1
10.3969/j.issn.1000-8179.2017.15.406,13234.0,Effect of osimertinib combined bevacizumab on lung adenocarcinoma with EGFR T790M mutation and its mechanisms,Pharmaceutical composition with function for resisting malignant tumor and preparation method thereof,1
10.1515/biolog-2015-0134,9500154033.0,Characterization of genes encoding Starch Branching Enzyme I from Triticum monococcum and its diploid wheat relatives,KASP-Flw-sau6198 molecular marker linked with wheat flag leaf width major QTL (quantitative trait locus) and application of KASP-Flw-sau6198 molecular marker,1
10.1016/j.bios.2018.01.034,15437.0,A simple and non-amplification platform for femtomolar DNA and microRNA detection by combining automatic gold nanoparticle enumeration with target-induced strand-displacement,Fast detecting and source-tracing method for cryptosporidium and giardia lamblia in urban sewage,1
10.3109/03639045.2012.664147,21190.0,Improvement in solubility and bioavailability of puerarin by mechanochemical preparation,Radix bupleuri extract and preparation method thereof,1
10.1016/j.humpath.2011.09.014,14024.0,Serotonin expression in pancreatic neuroendocrine tumors correlates with a trabecular histologic pattern and large duct involvement,PANCREATIC CANCER DIAGNOSIS AND THERAPIES,1
10.1007/s00432-019-03006-x,29930.0,Risk analyses of N2 lymph-node metastases in patients with T1 non-small cell lung cancer: a multi-center real-world observational study in China,Glioma diagnostic marker Circ2: 23823258|23823569 and application,1
10.3390/ph15121451,17700156714.0,The Glycosylation of Immune Checkpoints and Their Applications in Oncology,Pharmaceutical composition for treating tumor and application thereof,1
10.1002/lsm.21093,21756.0,Verteporfin-based photodynamic therapy overcomes gemcitabine insensitivity in a panel of pancreatic cancer cell lines,ALK1 ANTAGONISTS AND THEIR USES IN TREATING RENAL CELL CARCINOMA,1
10.1021/jm00014a008,23041.0,"4,5-Dihydro-3-(methanesulfonamidophenyl)-1-phenyl-1H-2,4-benzodiazepines: A Novel Class III Antiarrhythmic Agents",Antiarrhythmic diarylamidines,1
10.1093/rheumatology/key128,19771.0,Modified stoke ankylosing spondylitis spinal score as an outcome measure to assess the impact of treatment on structural progression in ankylosing spondylitis,Methods of treating non-radiographic axial spondyloarthritis using interleukin-17 (IL-17) antagonists,1
10.1248/CPB.C19-01085,22769.0,"Design, synthesis and evaluation of 3-substituted coumarin derivatives as anti-inflammatory agents",Traditional Chinese medicine composition for treating rheumatoid arthritis and preparation method of composition,1
10.1155/2011/613737,130094.0,Attenuation of diabetic nephropathy in Otsuka long-evans Tokushima fatty (OLETF) rats with a combination of Chinese herbs (tangshen formula),"Traditional Chinese medicine composition for dispelling wind, clearing heat, freeing lung and relieving cough and preparation method thereof",1
10.1210/endo-108-1-103,26061.0,Bone Collagen Synthesis in Vitro: Structure/Activity Relations among Parathyroid Hormone Fragments and Analogs,AMINO-TERMINAL MODIFIED PARATHYROID HORMONE (PTH) ANALOGS,1
10.1007/s10126-007-9002-8,16099.0,Characterization of a dUTPase from the hyperthermophilic archaeon Thermococcus onnurineus NA1 and its application in polymerase chain reaction amplification,MUTANT DNA POLYMERASES AND THEIR GENES FROM THERMOCOCCUS,1
10.1155/2014/512562,130094.0,Effects of Chinese formula Jueyin granules on psoriasis in an animal model,Traditional Chinese medicine special for treating acute tracheitis of pig,1
10.1016/j.celrep.2019.03.029,21100201068.0,HIF-1α Is a Metabolic Switch between Glycolytic-Driven Migration and Oxidative Phosphorylation-Driven Immunosuppression of Tregs in Glioblastoma,"Primer, probe, kit and method for qualitatively detecting fusion genes of leukemia",1
10.1128/jvi.68.3.1773-1781.1994,20250.0,Function of the cytoplasmic domain of a retroviral transmembrane protein: p15E-p2E cleavage activates the membrane fusion capability of the murine leukemia virus Env protein,DESIGN AND CONSTRUCTION OF NON-INFECTIOUS HUMAN RETROVIRAL MUTANTS DEFICIENT IN GENOMIC RNA,1
10.1128/AEM.03417-12,19618.0,Protective effects of lactobacillus plantarum ccfm8610 against acute cadmium toxicity in mice,Lactobacillus crispatus capable of preventing and/or treating helicobacter pylori infection,1
10.1016/S1388-2457(02)00266-3,14900.0,Effects of task difficulty on evoked gamma activity and ERPs in a visual discrimination task,DEVICE FOR TRANSCRANIAL BRAIN STIMULATION,1
10.1016/j.idairyj.2009.12.003,51565.0,Specific metabolite production by gut microbiota as a basis for probiotic function,Anti-listerial mixed culture and method for producing cheese,1
10.1074/jbc.M509610200,17592.0,Specific enhancement of SK channel activity selectively potentiates the afterhyperpolarizing current I<inf>AHP</inf> and modulates the firing properties of hippocampal pyramidal neurons,PYRIDINYL-PYRAZOLE DERIVATIVES AND THEIR USE AS POTASSIUM CHANNEL MODULATORS,1
10.1038/nrc1696,12464.0,Wilms' tumour: Connecting tumorigenesis and organ development in the kidney,Localization and characterization of the Wilms' tumor gene,1
10.2147/OTT.S263934,19700175000.0,Serum exosomal miR-1290 is a potential biomarker for lung adenocarcinoma,A preparation method for a crystal fusion protein Cry34B of Bacillus thuringiensis,1
10.21307/IMMUNOHEMATOLOGY-2019-1025,25996.0,"Case report and review: Alloimmunization, delayed hemolytic transfusion reaction, and clinically significant anti-Yt<sup>a</sup> in a patient with ß-thalassemia/ sickle cell anemia",Uniform dose pooled blood products,1
10.1055/s-0031-1300586,19979.0,Ultra-performance liquid chromatography-tandem mass spectrometry method for the determination of nitrendipine in dog plasma and its application to a pharmacokinetic study of a solid self-emulsifying pellet formulation,Construction of intravenous-injection self-assembled nano-particles of triglyceride prodrug,1
10.1001/jamaoncol.2018.6269,21100420583.0,Association of Magnetic Resonance Imaging and a 12-Gene Expression Assay with Breast Ductal Carcinoma in Situ Treatment,Materials and methods for diagnosing and predicting the course of prostate cancer,1
10.1111/iji.12261,18893.0,Genomic full-length sequence of a novel HLA-A*11:01:01:02 allele was identified in a Chinese bone marrow donor,Method for determining correlation between single nucleotide polymorphism of TNIP1 of Chinese people and systemic lupus erythematosus (SLE),1
10.3892/mmr.2016.4818,18800156706.0,"A novel virulence-associated protein, vapE, in Streptococcus suis serotype 2",Corynebacterium glutamicum mutant strain and application thereof in L-leucine production,1
10.1074/jbc.M115.701797,17592.0,Modulation of DNA polymerase noncovalent kinetic transitions by divalent cations,X-ray crystal structures of functional ribosome complexes containing transfer RNA and model messenger RNAs and methods of use,1
10.1016/j.jsbmb.2014.09.021,14102.0,"Synthesis and metabolic studies of 1α,2α,25-, 1α,4α,25- and 1α,4β,25-trihydroxyvitamin D<inf>3</inf>","METHOD FOR PRODUCING 1α,25,26-TRIHYDROXYVITAMIN D",1
10.1016/j.actbio.2021.01.027,3300147809.0,"Advanced technology-driven therapeutic interventions for prevention of tendon adhesion: Design, intrinsic and extrinsic factor considerations",Massaging chair frame capable of lifting legs and massaging chair with massaging chair frame,1
10.1158/1078-0432.CCR-05-0406,29263.0,"Reversal of hypermethylation and reactivation of p16<sup>INK4a</sup>, RARβ, and MGMT genes by genistein and other isoflavones from soy","Tumor marker based on circular RNA, specific detection primer, molecular detection method and application of tumor marker based on circular RNA to gastric cancer disgnosis",1
10.1016/j.carres.2015.10.009,25803.0,5-Fluoro derivatives of 4-epi-isofagomine as d-galactosidase inhibitors and potential pharmacological chaperones for G<inf>M1</inf>-gangliosidosis as well as Fabry's disease,CRYSTAL STRUCTURES OF RETAINING GLYCOSYLTRANSFERASES,1
10.1002/advs.201701070,21100470165.0,Sequentially Triggered Nanoparticles with Tumor Penetration and Intelligent Drug Release for Pancreatic Cancer Therapy,Pancreatic cancer interventional therapy gene nano system and preparation method thereof,1
10.1111/j.1574-6968.2008.01081.x,19706.0,"Highly polymorphic variable-number tandem repeats loci for differentiating Beijing genotype strains of Mycobacterium tuberculosis in Shanghai, China",Primers and probes for simultaneously detecting five respiratory tract viruses and application thereof,1
10.1089/cell.2012.0047,19700173161.0,Generation of porcine-induced pluripotent stem cells by using OCT4 and KLF4 porcine factors,Traditional Chinese medicine composition for preventing and treating recessive mastitis of dairy cow and application thereof,1
10.1002/smll.202105923,3200147828.0,Achieving High-Performance Ge<inf>0.92</inf>Bi<inf>0.08</inf>Te Thermoelectrics via LaB<inf>6</inf>-Alloying-Induced Band Engineering and Multi-Scale Structure Manipulation,Autogenous cutting sleeve pipe with fixed band,1
10.1161/CIRCRESAHA.116.310324,23063.0,Genome-Wide Analysis of DNA Methylation and Acute Coronary Syndrome,Nested RT-PCR detection primer group and kit for grass carp reovirus II and application of nested RT-PCR detection primer group and kit,1
10.1590/S0004-282X1996000100008,14224.0,Allergic skin rash with lamotrigine and concomitant valproate therapy: Evidence for an increased risk,Coptidis rhizome and donkey-hide glue composition for the treatment of chronic fatigue syndrome and application thereof,1
10.1021/ar0201198,22657.0,Roscovitine and other purines as kinase inhibitors. From starfish oocytes to clinical trials,Fused azepinone cyclin dependent kinase inhibitors,1
10.1371/journal.ppat.1009900,4000151809.0,TRIM25 inhibits infectious bursal disease virus replication by targeting VP3 for ubiquitination and degradation,Chicken infectious bursal disease virus novel variant strain subunit vaccine and preparation method and application thereof,1
10.1016/j.thromres.2004.04.005,20648.0,The C677T polymorphism of the methylenetetrahydrofolate reductase gene is associated with the level of decrease on diastolic blood pressure in essential hypertension patients treated by angiotensin-converting enzyme inhibitor,Application of lampetra japonica genetic recombinant protein rLj-RGD3 in preparation of cerebral ischemia reperfusion protective medicament,1
10.1152/ajpcell.00120.2018,23306.0,Adipose-derived mesenchymal stem cells accelerate diabetic wound healing in a similar fashion as bone marrow-derived cells,Preparation method of biogenic small-aperture tissue engineering blood vessels,1
10.18632/oncotarget.2228,19900191708.0,The role of homeostatic regulation between tumor suppressor DAB2IP and oncogenic Skp2 in prostate cancer growth,Method for treating castration-resistant prostate cancer,1
10.1016/j.chroma.2009.06.086,130000.0,"Application of poly(dimethylsiloxane)/glass microchip for fast electrophoretic separation of serum small, dense low-density lipoprotein",Automatic cell separating device for medical use,1
10.1016/0006-8993(89)90567-2,14346.0,Stimulation-dependent release of adenosine triphosphate from hippocampal slices,DIPOLE ELECTRICAL STIMULATION EMPLOYING DIRECT CURRENT FOR RECOVERY FROM SPINAL CORD INJURY,1
10.1124/dmd.118.085902,21226.0,Prediction of atorvastatin pharmacokinetics in high-fat diet and low-dose streptozotocin-induced diabetic rats usin a semiphysiologically based pharmacokinetic model involving both enzymes and transporters,"Atorvastatin calcium composition, preparation and preparation method thereof",1
10.18632/oncotarget.11369,19900191708.0,Ets2 knockdown inhibits tumorigenesis in esophageal squamous cell carcinoma in vivo and in vitro,"Combined diagnostic kit based on CCL8, CCL26 and CXCL6 genes and applied to glioblastoma and use method of combined diagnostic kit",1
10.1007/s00239-009-9308-4,18946.0,"The mitochondrial genomes of two scallops, argopecten irradians and chlamys farreri (Mollusca: Bivalvia): the most highly rearranged gene order in the family pectinidae","Aptamer capable of identifying hepatitis C virus (HCV) nonstructural 5A (NS5A) protein, derivatives thereof and screening method and use thereof",1
10.1155/2022/3472179,19700175026.0,Identification of Warning Transition Points from Hepatitis B to Hepatocellular Carcinoma Based on Mutation Accumulation for the Early Diagnosis and Potential Drug Treatment of HBV-HCC,Kit for identifying benign and malignant human thyroid nodules and use method and application thereof,1
10.1080/21645515.2017.1335840,21100200427.0,Analysis of immunological mechanisms exerted by HBsAg-HBIG therapeutic vaccine combined with Adefovir in chronic hepatitis B patients,COMBINED ANTIGEN AND DNA VACCINE FOR PREVENTING AND TREATING AUTOIMMUNE DISEASES,1
10.1136/annrheumdis-2017-212678,19136.0,Efficacy of infliximab in the treatment of Erdheim-Chester disease,METHOD OF TREATMENT OF SARCOIDOSIS,1
10.1016/j.jviromet.2013.04.024,20241.0,A 96-well based analysis of replicon elimination with the HCV NS5A replication complex inhibitor daclatasvir,IMINOTHIAZOLIDINONES AS INHIBITORS OF HCV REPLICATION,1
10.1161/01.CIR.98.20.2210,22581.0,Relative efficacy of monophasic and biphasic waveforms for transthoracic defibrillation after short and long durations of ventricular fibrillation,"Ablation catheter, system, and method of use thereof",1
10.1016/j.rhum.2021.10.006,19759.0,Ethnic influence on the phenotype of French patients with systemic sclerosis,INHIBITORS FOR TREATING OR PREVENTING A PULMONARY ARTERIAL HYPERTENSION IN SYSTEMIC SCLEROSIS PATIENTS AND METHOD FOR DIAGNOSING SAID DISEASE,1
10.1124/mol.117.110940,19963.0,The bioactive protein-ligand conformation of GluN2C-selective positive allosteric modulators bound to the NMDA receptor,NEGATIVE ALLOSTERIC MODULATION OF GLUN3-CONTAINING N-METHYL-D-ASPARTATE RECEPTORS,1
10.1016/j.ab.2009.07.049,16789.0,Method for the simultaneous quantitation of apolipoprotein E isoforms using tandem mass spectrometry,Methods of diagnosing amyloid pathologies using analysis of amyloid-beta enrichment kinetics,1
10.1016/j.chemosphere.2019.124866,24657.0,Evaluation of the structural factors for the flocculation performance of a co-graft cationic starch-based flocculant,Method for preparing chitosan polyvinyl alcohol gel rubber containing nano granule of hydroxyapatite,1
10.1016/j.ab.2013.12.018,16789.0,Glycosylation of a disintegrin and metalloprotease 17 affects its activity and inhibition,NOVEL PEPTIDE INHIBITORS OF CALMODULIN,1
10.1172/JCI90644,15870.0,Isocitrate dehydrogenase mutations suppress STAT1 and CD8<sup>+</sup> T cell accumulation in gliomas,Methods of treating glioblastomas,1
10.1016/j.colsurfb.2016.03.021,26590.0,Reengineered graft copolymers as a potential alternative for the bone tissue engineering application by inducing osteogenic markers expression and biocompatibility,Method for differentiation of pancreatic progenitor cells from human embryonic stem cells,1
10.3390/molecules22050767,26370.0,An efficient method for the preparative isolation and purification of flavonoids from leaves of Crataegus pinnatifida by HSCCC and pre-HPLC,Application of an anthraquinone compound in preparation of drug for treating diabetes and pharmaceutical composition,1
10.3892/etm.2017.4809,19700176236.0,Effects of telmisartan on improving leptin resistance and inhibiting hepatic fibrosis in rats with non-alcoholic fatty liver disease,Composition for preventing and treating hyperuricemia and gout and preparation method and application thereof,1
10.1080/10425170410001667348,17427.0,"A new geranylgeranyl diphosphate synthase gene from Ginkgo biloba, which intermediates the biosynthesis of the key precursor for ginkgolides",Construction method of amplicon library for detecting low-frequency mutation of target gene,1
10.1016/j.bbrc.2005.04.065,16845.0,Cloning and characterization of a novel RNA polymerase II C-terminal domain phosphatase,"A NOVEL POLYPEPTIDE, A HUMAN ALDEHYDE/KETONE REDUCTASE 9.2 AND THE POLYNUCLEOTIDE ENCODING THE POLYPEPTIDE",1
10.1016/j.nmni.2016.05.016,21100369843.0,"'Neglecta timonensis' gen. nov., sp. nov., a new human-associated species","METHOD FOR DETERMINING THE TUMORAL OR NON-TUMORAL NATURE, OR THE TUMOR TYPE, OF A SOLID HUMAN OR ANIMAL ORGAN FRAGMENT",1
10.1016/j.bmcl.2009.03.100,25788.0,Selective naphthalene H<inf>3</inf> receptor inverse agonists with reduced potential to induce phospholipidosis and their quinoline analogs,Tricyclic amide derivatives as modulators of H3 receptors,1
10.1016/j.chroma.2009.01.085,130000.0,On-line separation of native proteins by two-dimensional liquid chromatography using a single column,Application of lipid compound combination in T cell culture,1
10.1093/jjco/hyw050,29927.0,Residual tumor in cases of intermediate-risk neuroblastoma did not influence the prognosis,METHOD FOR DETECTING GENETIC ABNORMALITIES IN NEUROBLASTOMA USING SAMPLE DERIVED FROM BODY FLUID,1
10.1016/0014-5793(88)80939-6,17481.0,Recombinant interferon-β2 (interleukin-6) induces myeloid differentiation,Tumor necrosis factor (TNF)inhibitory protein and its purification,1
10.1007/s00330-005-0079-z,16687.0,Global left ventricular function in cardiac CT. Evaluation of an automated 3D region-growing segmentation algorithm,APPARATUS FOR AUTOMATICALLY DETECTING SALIENT FEATURES IN MEDICAL IMAGE DATA,1
10.5142/jgr.2011.35.4.389,19700188222.0,Trends in ginseng research in 2010,Processed ginseng product with enhanced pharmacological effects,1
10.1007/s100380200083,18928.0,Molecular cloning and characterization of a novel human Rab (Rab2B) gene,A NEW POLYPEPTIDE- RIBONUCLEOTIDE REDUCTASE 10 AND THE POLYNUCLEOTIDE ENCODING IT,1
10.3389/fnut.2022.862934,21100913479.0,"Efficacy and Safety of Lactobacillus reuteri CCFM1040 in Allergic Rhinitis and Asthma: A Randomized, Placebo-Controlled Trial",Probiotic composition and application thereof,1
10.3171/2021.10.FOCUS21496,145175.0,Learning curves in robot-assisted spine surgery: a systematic review and proposal of application to residency curricula,Methods for performing invasive medical procedures using a surgical robot,1
10.1161/01.RES.0000175935.08283.27,23063.0,Transmural heterogeneity of Na<sup>+</sup>-Ca<sup>2+</sup> exchange: Evidence for differential expression in normal and failing hearts,VENTRICULAR ACTIVATION (RR) ENTROPY CHANGE AS A PREDICTOR OF SUDDEN CARDIAC DEATH IN CARDIAC RESYNCHRONIZATION THERAPY PATIENTS,1
10.7501/j.issn.0253-2670.2020.10.001,4000148308.0,Research progress of quality marker during Chinese materia medica processing,Traditional Chinese medicinal capsules used for alleviating postpartum constipation,1
10.13702/j.1000-0607.180791,87487.0,Rule of acupoint combination in acupuncture treatment of hiccup: a study based on complex network analysis,Acupuncture serum exosome as well as preparation method and application thereof,1
10.3760/cma.j.issn.1006-7876.2016.08.006,20011.0,Application of smell identification test in Parkinson's disease in China,Chinese medicinal material sterilization device,1
10.1016/j.neures.2015.01.010,18054.0,Magnetic resonance monitoring of superparamagnetic iron oxide (SPIO)-labeled stem cells transplanted into the inner ear,REAGENT FOR LABELING INDUCED PLURIPOTENT STEM CELL AND METHOD FOR LABELING INDUCED PLURIPOTENT STEM CELL USING THE SAME,1
10.1034/j.1600-079X.2001.300201.x,16795.0,"Melatonin, mitochondria, and cellular bioenergetics",Durable preparation of an injectable of melatonin exhibiting long-term stability,1
10.1016/j.bios.2014.03.060,15437.0,Copper-doped titanium dioxide nanoparticles as dual-functional labels for fabrication of electrochemical immunosensors,Preparation method and application of NP-NiGd@Au-based gastric cancer marker gold nano-cluster electrogenerated chemiluminescence sensor,1
10.1007/s00264-018-3815-0,29817.0,"Demographic and socioeconomic factors influencing the incidence of clavicle fractures, a national population-based survey of five hundred and twelve thousand, one hundred and eighty seven individuals",Improved triangular support screw and bone fracture plate,1
10.1111/pbi.12917,16592.0,Characterization of the hypersensitive response-like cell death phenomenon induced by targeting antiviral lectin griffithsin to the secretory pathway,Gemini virus vectors for gene expression in plants,1
10.1007/s11427-020-1897-0,19600162144.0,Efficient induction of neural progenitor cells from human ESC/iPSCs on Type I Collagen,Placenta-like chondroitin sulfate A immunization composition and application,1
10.1080/10715760100301351,17489.0,1-nitrosomelatonin is a spontaneous NO-releasing compound,MELATONIN DERIVATIVES AND MEDICINE CONTAINING SAME,1
10.1148/radiology.181.1.1887053,17864.0,Real-time interactive color flow MR imaging,Method for using three points to define a 2D MR imaging section,1
10.1016/j.bios.2016.02.042,15437.0,Ultrasensitive electrochemical aptasensor for the detection of thrombin based on dual signal amplification strategy of Au@GS and DNA-CoPd NPs conjugates,Fabrication method and application of Ni-Co MOFs-loaded molybdenum disulfide-doped palladium nanoparticle-based immunosensor,1
10.1016/j.stem.2008.05.011,6100153018.0,A Combined Chemical and Genetic Approach for the Generation of Induced Pluripotent Stem Cells,DIRECT REPROGRAMMING OF HUMAN FIBROBLASTS TO FUNCTIONAL NEURONS UNDER DEFINED CONDITIONS,1
